action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2629456,[],CHEMBL1001516,Inhibition of Voltage-gated sodium channel subunit alpha Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccc(C(F)(F)F)cc1)N1CCC2(CCc3ccccc3O2)CC1,,,CHEMBL1137005,Bioorg Med Chem Lett,2009,,CHEMBL524992,,CHEMBL524992,,0,http://www.openphacts.org/units/Nanomolar,784779,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,,2679533,[],CHEMBL1053972,Inhibition of Nav1.5 channel,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(N[C@@H]1C[C@H]1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1,,,CHEMBL1152451,J Med Chem,2009,,CHEMBL562822,,CHEMBL562822,,0,http://www.openphacts.org/units/Nanomolar,823035,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,,2688943,[],CHEMBL1063195,Inhibition of NaV1.5 sodium channel expressed in CHO cells by patch clamp assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1c[nH]c(=O)c(Cl)c1,,,CHEMBL1152349,Bioorg Med Chem Lett,2009,,CHEMBL540930,,CHEMBL540930,,0,http://www.openphacts.org/units/Nanomolar,825244,>,1,1,>,,IC50,nM,,31600,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,31.6
,,3522091,[],CHEMBL1272891,Inhibition of human NaV1.5 by electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)cc(NC(=O)c2cncc(-c3ccc(C#N)cc3)c2)c1,,,CHEMBL1268885,Bioorg Med Chem Lett,2010,,CHEMBL1271309,,CHEMBL1271309,,0,http://www.openphacts.org/units/Nanomolar,967075,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,6254804,[],CHEMBL1799748,Inhibition of Nav1.5 by cell based whole-cell voltage clamp electrophysiology assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)NCc1ccc(-n2cccn2)cc1,,,CHEMBL1795246,Bioorg Med Chem Lett,2011,,CHEMBL1797406,,CHEMBL1797406,,0,http://www.openphacts.org/units/Nanomolar,1437896,<,1,1,>,,IC50,nM,,33113.11,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,4.48
,,6254816,[],CHEMBL1799748,Inhibition of Nav1.5 by cell based whole-cell voltage clamp electrophysiology assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1onc(-c2c(Cl)cccc2Cl)c1N(C)C(=O)OCc1c(F)cccc1Cl,,,CHEMBL1795246,Bioorg Med Chem Lett,2011,,CHEMBL1797394,,CHEMBL1797394,,0,http://www.openphacts.org/units/Nanomolar,1437884,<,1,1,>,,IC50,nM,,33113.11,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,4.48
,,6254821,[],CHEMBL1799748,Inhibition of Nav1.5 by cell based whole-cell voltage clamp electrophysiology assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)OCc1cc(Cl)ccc1Cl,,,CHEMBL1795246,Bioorg Med Chem Lett,2011,"{'bei': '12.51', 'le': '0.28', 'lle': '-1.43', 'sei': '8.67'}",CHEMBL1797389,,CHEMBL1797389,5.58,0,http://www.openphacts.org/units/Nanomolar,1437879,=,1,1,=,,IC50,nM,,2630.27,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,5.58
,,6318122,[],CHEMBL1816131,Inhibition of human cardiac sodium channel Nav1.5 expressed in human HEK293 cells by patch-clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,,,CHEMBL1811851,J Med Chem,2011,"{'bei': '10.23', 'le': '0.20', 'lle': '0.31', 'sei': '5.21'}",CHEMBL1813048,,CHEMBL1813048,5.28,0,http://www.openphacts.org/units/Nanomolar,1447317,=,1,1,=,,IC50,nM,,5200,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5.2
,,6318125,[],CHEMBL1816131,Inhibition of human cardiac sodium channel Nav1.5 expressed in human HEK293 cells by patch-clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(Oc4ccc(C(F)(F)F)cc4)CC3)n2)c1C,,,CHEMBL1811851,J Med Chem,2011,"{'bei': '12.95', 'le': '0.25', 'lle': '1.35', 'sei': '6.83'}",CHEMBL1813049,,CHEMBL1813049,6.3,0,http://www.openphacts.org/units/Nanomolar,1447318,=,1,1,=,,IC50,nM,,500,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,0.5
,,8050253,[],CHEMBL1959242,Inhibition of human voltage-gated sodium channel 1.5 expressed in HEK293 cells assessed as changes in membranre potential after 45 mins by FRET analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCC[C@](O)(C(N)=O)c1cccc(Cl)c1,,,CHEMBL1955838,Bioorg Med Chem,2012,"{'bei': '18.07', 'le': '0.37', 'lle': '1.76', 'sei': '8.10'}",CHEMBL1958461,,CHEMBL1958461,5.13,0,http://www.openphacts.org/units/Nanomolar,1583229,=,1,1,=,,IC50,nM,,7430,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,7.43
,,10834821,[],CHEMBL2013360,Antagonist activity at human partially inactivated NaV 1.5 channel expressed in HEK293 cells by PatchXpress voltage patch clamp assay,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(Nc2nccc(N)n2)ccc1Oc1ccc(Cl)cc1,,,CHEMBL2010700,Bioorg Med Chem Lett,2012,,CHEMBL2012025,,CHEMBL2012025,5.64,0,http://www.openphacts.org/units/Nanomolar,1632535,=,1,1,=,,IC50,nM,,2270,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,2.27
,,10834827,[],CHEMBL2013360,Antagonist activity at human partially inactivated NaV 1.5 channel expressed in HEK293 cells by PatchXpress voltage patch clamp assay,F,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1ccc(Oc2ccc(Nc3nccc(N)n3)cc2)cc1,,,CHEMBL2010700,Bioorg Med Chem Lett,2012,,CHEMBL2012032,,CHEMBL2012032,5.92,0,http://www.openphacts.org/units/Nanomolar,1632542,=,1,1,=,,IC50,nM,,1200,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,1.2
,,10834831,[],CHEMBL2013360,Antagonist activity at human partially inactivated NaV 1.5 channel expressed in HEK293 cells by PatchXpress voltage patch clamp assay,F,,,BAO_0000190,BAO_0000219,cell-based format,Nc1cncc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1,,,CHEMBL2010700,Bioorg Med Chem Lett,2012,,CHEMBL2012040,,CHEMBL2012040,6.33,0,http://www.openphacts.org/units/Nanomolar,1632550,=,1,1,=,,IC50,nM,,470,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,0.47
,,10836621,[],CHEMBL2013637,Antagonist activity at human NaV1.5 channel by patchXpress assay,F,,,BAO_0000190,BAO_0000019,assay format,c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,,,CHEMBL2010651,Bioorg Med Chem Lett,2012,,CHEMBL2012244,,CHEMBL2012244,6.7,0,http://www.openphacts.org/units/Nanomolar,1632827,=,1,1,=,,IC50,nM,,200,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,0.2
,,10836629,[],CHEMBL2013637,Antagonist activity at human NaV1.5 channel by patchXpress assay,F,,,BAO_0000190,BAO_0000019,assay format,Clc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1,,,CHEMBL2010651,Bioorg Med Chem Lett,2012,,CHEMBL2012263,,CHEMBL2012263,6.52,0,http://www.openphacts.org/units/Nanomolar,1632846,=,1,1,=,,IC50,nM,,300,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,0.3
,,10836636,[],CHEMBL2013637,Antagonist activity at human NaV1.5 channel by patchXpress assay,F,,,BAO_0000190,BAO_0000019,assay format,Fc1c(Cl)cccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,,,CHEMBL2010651,Bioorg Med Chem Lett,2012,,CHEMBL2012272,,CHEMBL2012272,7.3,0,http://www.openphacts.org/units/Nanomolar,1632855,=,1,1,=,,IC50,nM,,50,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,0.05
,,10836651,[],CHEMBL2013637,Antagonist activity at human NaV1.5 channel by patchXpress assay,F,,,BAO_0000190,BAO_0000019,assay format,Fc1cccnc1CN1CCC(Oc2ncnc3c2ccn3Cc2ccccc2)CC1,,,CHEMBL2010651,Bioorg Med Chem Lett,2012,,CHEMBL2012296,,CHEMBL2012296,7.05,0,http://www.openphacts.org/units/Nanomolar,1632879,=,1,1,=,,IC50,nM,,90,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,0.09
,,10988044,[],CHEMBL2072751,Inhibition of human NaV1.5 expressed in CHO cells by IonWorks assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(-n2nc(C)c(C(=O)N[C@@H]3COc4cccc(N5CCN(C)CC5)c4C3)n2)c(C)c1,,,CHEMBL2069242,Bioorg Med Chem Lett,2012,"{'bei': '12.16', 'le': '0.22', 'lle': '2.92', 'sei': '7.42'}",CHEMBL2069404,,CHEMBL2069404,5.6,0,http://www.openphacts.org/units/Nanomolar,1661135,=,1,1,=,,IC50,nM,,2511.89,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,5.6
,,10988049,[],CHEMBL2072751,Inhibition of human NaV1.5 expressed in CHO cells by IonWorks assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OCC(F)(F)F)nc1,,,CHEMBL2069242,Bioorg Med Chem Lett,2012,"{'bei': '12.81', 'le': '0.24', 'lle': '1.68', 'sei': '7.50'}",CHEMBL2069409,,CHEMBL2069409,5.5,0,http://www.openphacts.org/units/Nanomolar,1661140,=,1,1,=,,IC50,nM,,3162.28,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,5.5
,,10988051,[],CHEMBL2072751,Inhibition of human NaV1.5 expressed in CHO cells by IonWorks assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCC(F)(F)F)nc1,,,CHEMBL2069242,Bioorg Med Chem Lett,2012,"{'bei': '11.32', 'le': '0.22', 'lle': '1.89', 'sei': '5.56'}",CHEMBL2069411,,CHEMBL2069411,5.2,0,http://www.openphacts.org/units/Nanomolar,1661142,=,1,1,=,,IC50,nM,,6309.57,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,5.2
,,10988057,[],CHEMBL2072751,Inhibition of human NaV1.5 expressed in CHO cells by IonWorks assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCn1nc(C)c(C(=O)N[C@@H]2COc3cccc(-c4ccncc4)c3C2)n1,,,CHEMBL2069242,Bioorg Med Chem Lett,2012,,CHEMBL2069417,,CHEMBL2069417,,0,http://www.openphacts.org/units/Nanomolar,1661148,<,1,1,>,,IC50,nM,,31622.78,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,4.5
,,10988063,[],CHEMBL2072751,Inhibition of human NaV1.5 expressed in CHO cells by IonWorks assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1,,,CHEMBL2069242,Bioorg Med Chem Lett,2012,"{'bei': '10.54', 'le': '0.20', 'lle': '1.64', 'sei': '5.24'}",CHEMBL2069423,,CHEMBL2069423,5,0,http://www.openphacts.org/units/Nanomolar,1661154,=,1,1,=,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,5
,,12044219,[],CHEMBL2149458,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)c(-c2cnc(OC)nc2)c1,,,CHEMBL2146409,Bioorg Med Chem Lett,2012,"{'bei': '9.86', 'le': '0.19', 'lle': '0.84', 'sei': '4.92'}",CHEMBL2147225,,CHEMBL2147225,4.7,0,http://www.openphacts.org/units/Nanomolar,1728101,=,1,1,=,,IC50,nM,,19952.62,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,4.7
,,12044234,[],CHEMBL2149458,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ncc(-c2ccccc2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,,,CHEMBL2146409,Bioorg Med Chem Lett,2012,"{'bei': '9.74', 'le': '0.19', 'lle': '0.55', 'sei': '5.45'}",CHEMBL2147303,,CHEMBL2147303,4.7,0,http://www.openphacts.org/units/Nanomolar,1728205,=,1,1,=,,IC50,nM,,19952.62,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,4.7
,,12044235,[],CHEMBL2149458,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cnc(-c2ccccc2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,,,CHEMBL2146409,Bioorg Med Chem Lett,2012,"{'bei': '9.33', 'le': '0.18', 'lle': '0.35', 'sei': '5.22'}",CHEMBL2147316,,CHEMBL2147316,4.5,0,http://www.openphacts.org/units/Nanomolar,1728218,=,1,1,=,,IC50,nM,,31622.78,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,pIC50,,UO_0000065,,4.5
,,12081530,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1(C(=O)NCc2ccc(OC(F)(F)F)cc2)c2ccccc2C(=O)N1CCc1ccccn1,,,CHEMBL2163233,J Med Chem,2012,"{'bei': '9.80', 'le': '0.18', 'lle': '0.39', 'sei': '6.43'}",CHEMBL2164367,,CHEMBL2164367,4.6,0,http://www.openphacts.org/units/Nanomolar,1736918,=,1,1,=,,IC50,nM,,25000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,25
,,12081534,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1cnccn1,,,CHEMBL2163233,J Med Chem,2012,"{'bei': '10.78', 'le': '0.20', 'lle': '1.49', 'sei': '5.83'}",CHEMBL2164365,,CHEMBL2164365,4.92,0,http://www.openphacts.org/units/Nanomolar,1736914,=,1,1,=,,IC50,nM,,12000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,12
,,12081547,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#CCCN1C(=O)c2ccccc2C1C(=O)NCc1ccc(OC(F)(F)F)cc1,,,CHEMBL2163233,J Med Chem,2012,,CHEMBL2164381,,CHEMBL2164381,,0,http://www.openphacts.org/units/Nanomolar,1736937,>,1,1,>,,IC50,nM,,26000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,26
,,12081560,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCOCC1,,,CHEMBL2163233,J Med Chem,2012,,CHEMBL2164371,,CHEMBL2164371,,0,http://www.openphacts.org/units/Nanomolar,1736924,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,12081567,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1ccc(OC(F)F)nc1)C1c2ccccc2C(=O)N1CCc1ccccn1,,,CHEMBL2163233,J Med Chem,2012,,CHEMBL2164394,,CHEMBL2164394,,0,http://www.openphacts.org/units/Nanomolar,1736952,>,1,1,>,,IC50,nM,,33000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,33
,,12081578,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1cccc(Br)c1)C1c2ccccc2C(=O)N1CCc1ccccn1,,,CHEMBL2163233,J Med Chem,2012,"{'bei': '10.93', 'le': '0.23', 'lle': '1.02', 'sei': '7.90'}",CHEMBL2164385,,CHEMBL2164385,4.92,0,http://www.openphacts.org/units/Nanomolar,1736941,=,1,1,=,,IC50,nM,,12000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,12
,,13385851,[],CHEMBL2411830,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(S(C)(=O)=O)CC1,,,CHEMBL2406904,Bioorg Med Chem Lett,2013,,CHEMBL2409406,,CHEMBL2409406,,0,http://www.openphacts.org/units/Nanomolar,1910095,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13385854,[],CHEMBL2411830,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCOCC1,,,CHEMBL2406904,Bioorg Med Chem Lett,2013,,CHEMBL2409403,,CHEMBL2409403,,0,http://www.openphacts.org/units/Nanomolar,1910092,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13385858,[],CHEMBL2411830,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCOCC1,,,CHEMBL2406904,Bioorg Med Chem Lett,2013,,CHEMBL2409311,,CHEMBL2409311,,0,http://www.openphacts.org/units/Nanomolar,1909975,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13385959,[],CHEMBL2411830,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1C[C@@H](C)N[C@@H](C)C1,,,CHEMBL2406904,Bioorg Med Chem Lett,2013,"{'bei': '11.07', 'le': '0.21', 'lle': '1.73', 'sei': '4.61'}",CHEMBL2409399,,CHEMBL2409399,4.85,0,http://www.openphacts.org/units/Nanomolar,1910088,=,1,1,=,,IC50,nM,,14000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,14
,,13386003,[],CHEMBL2411830,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C(C)C)CC1,,,CHEMBL2406904,Bioorg Med Chem Lett,2013,"{'bei': '11.93', 'le': '0.22', 'lle': '1.94', 'sei': '5.59'}",CHEMBL2409397,,CHEMBL2409397,5.4,0,http://www.openphacts.org/units/Nanomolar,1910086,=,1,1,=,,IC50,nM,,4000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,4
,,13414145,[],CHEMBL2422129,Inhibition of NaV1.5 channel (unknown origin) by patch express-based electrophysiology assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(Nc2nc(C(=O)N3CCCC(C)C3C)cs2)cc1,,,CHEMBL2417435,Bioorg Med Chem Lett,2013,"{'bei': '13.05', 'le': '0.26', 'lle': '-0.16', 'sei': '9.51'}",CHEMBL2418806,,CHEMBL2418806,4.3,0,http://www.openphacts.org/units/Nanomolar,1914621,=,1,1,=,,IC50,nM,,50000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,50000
,,13508625,[],CHEMBL2443472,Inhibition of Nav1.5 channel (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,,,CHEMBL2439970,Bioorg Med Chem Lett,2013,,CHEMBL2441437,,CHEMBL2441437,,0,http://www.openphacts.org/units/Nanomolar,1927737,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13515288,[],CHEMBL2445977,Inhibition of human Nav 1.5 phasic ion channel expressed in HEK293 cells by whole-cell patch clamp technique,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc([C@]2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1,,,CHEMBL2440083,J Med Chem,2013,"{'bei': '14.15', 'le': '0.28', 'lle': '0.37', 'sei': '14.78'}",CHEMBL2443278,,CHEMBL2443278,5.05,0,http://www.openphacts.org/units/Nanomolar,1930094,=,1,1,=,,IC50,nM,,9000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,9
,,13834096,[],CHEMBL3090651,Modulation of human Nav1.5 by automated patch clamp electrophysiology assay,B,,,BAO_0000190,BAO_0000019,assay format,Nc1nc2c(s1)C[C@@H](NC(=O)c1ccco1)CC2,,,CHEMBL3085695,Eur J Med Chem,2013,,CHEMBL3085870,,CHEMBL3085870,,0,http://www.openphacts.org/units/Nanomolar,1947835,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13834424,[],CHEMBL3090651,Modulation of human Nav1.5 by automated patch clamp electrophysiology assay,B,,,BAO_0000190,BAO_0000019,assay format,Nc1nc2c(s1)CC(CNC(=O)c1cc(Br)c(Br)[nH]1)CC2,,,CHEMBL3085695,Eur J Med Chem,2013,,CHEMBL3085874,,CHEMBL3085874,,0,http://www.openphacts.org/units/Nanomolar,1947839,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13834425,[],CHEMBL3090651,Modulation of human Nav1.5 by automated patch clamp electrophysiology assay,B,,,BAO_0000190,BAO_0000019,assay format,Nc1nc2c(s1)CC(CNC(=O)c1cc(Br)c[nH]1)CC2,,,CHEMBL3085695,Eur J Med Chem,2013,,CHEMBL3085873,,CHEMBL3085873,,0,http://www.openphacts.org/units/Nanomolar,1947838,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13905605,[],CHEMBL3119938,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Nc1nc(-c2ccc(NC(=O)c3ccc[nH]3)cc2)c[nH]1,,,CHEMBL3112572,Eur J Med Chem,2014,,CHEMBL3113246,,CHEMBL3139318,,0,http://www.openphacts.org/units/Nanomolar,1963895,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13905615,[],CHEMBL3119938,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)OC(=O)n1cc(-c2cccc(NC(=O)[C@H]3CCCN3)c2)nc1N,,,CHEMBL3112572,Eur J Med Chem,2014,,CHEMBL3113256,,CHEMBL3113256,,0,http://www.openphacts.org/units/Nanomolar,1963905,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13905621,[],CHEMBL3119938,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nc(-c2cccc(NC(=O)c3cc4ccccc4[nH]3)c2)cn1C(=O)OC(C)(C)C,,,CHEMBL3112572,Eur J Med Chem,2014,,CHEMBL3113243,,CHEMBL3113243,,0,http://www.openphacts.org/units/Nanomolar,1963890,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
